date,world_oil_price,us_short_rate,us_long_rate,us_inflation,us_gdp,us_gdp_gap,us_unemployment,us_manufacturing_confidence,us_wage_growth,us_consumption,jp_short_rate,jp_long_rate,jp_inflation,jp_unemployment,jp_job_openings,jp_employment,jp_wage_growth,jp_usd_jpy,jp_tankan_all,jp_economy_watcher,jp_consumer_sentiment,jp_export_volume,jp_production_inventory,jp_corporate_goods_price,jp_housing_starts,jp_consumption,jp_investment,jp_gdp,jp_gdp_gap,jp_operating_profit
2011-02-01,63.0087,3.1608,4.0954,2.7023,3.7043,0.8225,4.1616,4.935,0.3656,14907.9052,0.1,1.0112,1.5828,3.1325,218.0338,0.4725,-0.1741,123.0819,9.3764,52.6374,40.5071,110.3365,97.3917,104.6117,3.7294,25.3809,2.328,1.8188,0.4361,104.326
2011-03-01,62.7997,2.8454,3.9077,2.3447,2.7059,0.1223,4.328,1.2028,0.2492,14884.1259,0.1,1.0687,1.3335,3.0677,221.2112,0.5359,-0.042,120.6366,13.6263,51.3411,41.4554,112.0044,97.1515,103.7325,4.0766,25.3025,3.6295,2.3971,0.8268,106.6775
2011-04-01,61.9213,2.4298,3.5626,2.2761,2.2483,-0.2937,4.5969,-0.4059,0.7689,14722.3154,0.1,1.0915,1.1507,3.4033,231.1655,0.7218,0.5398,120.7335,15.5199,48.2779,38.9869,107.797,97.3625,104.06,1.9111,25.0978,4.6747,1.1807,0.6515,106.2066
2011-05-01,58.9953,2.6858,3.7216,2.4047,1.8366,-0.3499,4.9707,-2.447,0.7489,14403.6398,0.1,0.8686,0.8925,3.2998,229.7145,0.4776,0.109,121.7325,9.1808,49.9353,39.2442,104.6985,98.8796,104.0609,0.2571,24.9168,6.3204,1.131,-0.2207,100.666
2011-06-01,57.731,2.8669,3.8352,2.4231,1.7963,-0.2677,5.2114,-2.7297,1.0137,13717.6927,0.1,0.9617,0.9025,3.477,213.3094,0.3999,0.1312,124.1061,10.8546,47.3452,38.6489,101.4806,99.2322,104.2354,0.302,24.5797,4.0102,0.0924,-0.0729,103.0077
2011-07-01,58.5357,2.6481,3.5671,2.4025,2.5674,-0.2592,5.3883,-2.4256,1.1552,13402.5545,0.1,0.869,1.0399,3.6352,219.9154,0.4971,-0.0865,122.4846,9.7051,46.0925,36.3445,99.6282,102.4421,103.8778,3.2252,24.4441,0.8973,-0.3774,-0.489,101.6914
2011-08-01,60.6981,2.5457,3.592,2.222,1.9675,0.1472,5.3245,0.099,0.8843,13170.424,0.1,0.7721,0.9442,3.3889,210.7922,0.3103,-0.267,122.6969,6.3228,48.3769,38.0342,102.4072,98.7906,104.1231,1.1509,24.5941,3.8939,0.3514,-0.9526,101.4321
2011-09-01,63.2345,2.4301,3.5188,1.7818,1.7721,0.3592,5.3299,2.9359,0.6384,13114.6797,0.1,0.8934,1.0591,3.3945,201.3406,0.3745,0.3191,122.3236,8.6231,47.3236,38.1025,103.2312,97.8989,104.2701,-1.4116,24.5078,2.2303,-0.1765,-0.4293,103.8116
2011-10-01,63.492,2.4945,3.4021,1.4833,2.0823,0.7919,5.1414,2.7154,0.9381,13302.6193,0.1,0.9593,0.6805,3.3685,212.1626,0.4204,0.333,124.2706,6.9938,48.4494,37.5165,102.6998,98.659,104.5167,6.1526,24.6387,0.47,0.7299,-0.1962,103.5431
2011-11-01,64.8208,2.8768,3.7023,1.5157,2.3453,0.9566,4.9426,3.5938,1.0296,13807.5455,0.1,0.9709,0.7767,3.2737,210.2198,0.5164,0.1715,128.1641,4.7683,50.9811,38.232,105.2002,98.2178,105.1477,-1.9776,24.8471,1.0696,1.3331,0.1082,104.1672
2011-12-01,66.1703,3.0316,3.8619,1.5492,2.9774,1.0473,4.5807,3.4489,0.8721,14445.1562,0.1,0.9662,0.7198,3.0701,209.9613,0.5643,0.5247,127.2318,8.5054,51.5722,40.5741,108.7627,97.1606,104.8217,3.215,24.8031,0.4191,0.9698,0.3083,104.6849
2012-01-01,65.2887,3.204,3.925,1.8362,2.9393,1.0288,4.4259,3.8786,1.188,14465.1444,0.1,1.0471,0.7067,2.889,214.6476,0.4111,0.4984,126.995,11.5597,52.6482,42.2108,111.2909,97.7368,104.531,2.3498,24.9076,1.5224,1.5414,0.7572,107.3486
2012-02-01,63.0896,3.183,4.0636,1.7845,2.5232,1.0698,4.415,4.7032,1.111,14650.3667,0.1,1.1779,1.0322,3.0817,224.799,0.5989,0.449,130.0259,15.2902,51.0666,40.9188,109.5047,102.0402,105.7634,6.3639,24.6481,4.0526,1.063,1.4443,110.8921
2012-03-01,63.2619,2.8087,3.8725,2.1495,3.0715,1.1558,4.3787,5.1011,1.3591,14607.579,0.1,1.1643,1.2565,2.8445,233.2206,0.4883,0.1665,126.438,12.3111,52.1334,42.2644,111.3171,99.9886,104.8343,8.9272,24.5681,4.5589,1.4455,0.8736,108.8348
2012-04-01,61.0872,2.6514,3.9159,2.2795,3.4801,0.8954,4.1358,3.4342,1.4814,14804.6112,0.1,1.207,1.1322,2.7457,226.375,0.6859,0.7698,129.1224,15.74,53.5394,43.6166,111.919,95.788,105.6196,9.0467,25.1215,2.956,2.2336,1.502,114.26
2012-05-01,60.8436,2.5018,3.7993,2.4119,3.6169,0.4457,4.096,2.7309,1.2688,14915.0617,0.1,1.2421,1.1265,2.7843,237.7756,0.8737,0.6427,129.0635,17.5693,52.0564,42.8624,113.6135,94.5813,104.9193,7.3263,25.1575,3.7596,1.8572,1.4869,114.8911
2012-06-01,61.7986,2.2668,3.6381,2.4632,2.9546,-0.3458,4.1794,1.6099,1.2931,15001.9516,0.1,1.2072,1.2349,2.9002,246.549,0.8576,0.2446,126.3413,15.9709,49.5987,41.2512,109.8078,96.5417,104.8109,5.8255,24.6275,7.4266,0.5841,1.4313,115.3329
2012-07-01,60.1326,2.2266,3.5587,2.4458,1.8472,-0.671,4.3758,-0.6896,0.7,14668.0873,0.1,1.1164,1.3475,3.1567,244.9054,0.7047,0.2872,122.4152,15.3863,49.3119,40.1217,106.49,99.0223,104.117,3.2943,24.5465,8.2144,0.1748,0.8945,112.1646
2012-08-01,60.3565,1.6011,3.1401,2.2024,1.4853,-0.4374,4.86,0.739,1.0078,14341.3823,0.1,1.0044,0.958,3.3669,235.8123,0.3638,0.0383,119.8087,13.268,49.2206,37.7662,102.0639,99.966,102.9291,1.5387,24.592,8.07,-0.145,0.0094,107.001
2012-09-01,62.1328,2.0524,3.1826,2.2434,1.6026,-0.6145,5.1546,-0.5143,0.6674,14039.4877,0.1,0.9467,1.034,3.549,221.8326,0.3343,-0.1953,122.3946,9.9379,49.1321,37.2812,99.1811,103.4447,103.1624,3.0886,24.5654,3.774,-0.3067,-0.3222,104.9131
2012-10-01,62.7558,1.8687,3.1818,2.5279,1.8187,-0.7211,5.2538,-2.3875,1.3307,13539.9437,0.1,0.9163,1.2944,3.6673,212.9662,0.1596,-0.2996,122.5013,3.5473,46.6207,35.8064,100.1019,100.4505,103.6609,0.126,24.433,3.4942,-0.5851,-1.0094,101.4629
2012-11-01,63.5867,2.067,3.2727,2.1871,0.7879,-0.7486,5.3771,-2.1982,1.2544,13787.8843,0.1,0.8466,1.5259,3.5865,200.6942,0.0955,-0.5196,123.6165,1.2288,48.0214,36.0354,100.2078,97.6716,104.2336,-0.2821,24.5724,2.5966,-0.5681,-1.3129,101.0171
2012-12-01,64.9337,2.0009,3.224,1.6853,0.6486,-1.0782,5.533,-3.2975,0.9578,13567.4554,0.1,0.8076,1.3439,3.6558,195.5138,0.275,-0.5899,123.786,5.6477,46.4807,35.7537,100.4488,100.3852,104.4172,2.9723,24.5569,5.3975,-0.5856,-1.284,100.1237
2013-01-01,67.4416,1.7074,2.8544,1.5725,0.2208,-1.1002,5.5718,-5.3858,1.0745,13326.2969,0.1,0.7571,1.1622,3.6866,201.9826,0.2988,-0.4228,120.9657,3.8319,44.8762,35.8564,98.8214,104.7776,102.5339,0.7452,24.2632,4.8715,-0.8307,-1.3347,100.5359
2013-02-01,67.7068,1.4586,2.7073,1.5805,0.344,-1.0955,5.7602,-4.9714,0.8952,13352.8293,0.1,0.6578,0.8243,3.643,199.4587,0.2312,-0.4748,120.4182,2.2962,46.1847,36.0908,98.5876,104.2986,103.0185,-4.5977,24.4228,2.1945,-0.2767,-1.2532,98.5941
2013-03-01,69.524,1.2836,2.5226,1.4154,0.3108,-1.8183,5.9852,-4.3107,1.033,13085.9225,0.1,0.6388,0.5405,3.5541,196.5663,0.1195,-0.1797,118.1627,0.6081,46.363,35.7477,98.2774,104.5721,102.4482,-5.9826,24.6069,0.4316,0.1287,-1.3277,98.0651
2013-04-01,69.4399,1.1828,2.4457,1.3057,-0.0906,-1.7531,6.0814,-2.9861,0.9949,12723.4813,0.1,0.6879,0.3517,3.735,201.2577,0.0907,-0.2099,116.6554,2.1568,45.6553,34.0654,94.9728,105.9079,102.3653,-7.4355,24.392,1.1771,-0.3079,-1.4117,97.0454
2013-05-01,68.659,0.8737,2.1277,1.3236,0.0753,-2.0836,6.3951,-4.8557,0.9569,12633.4203,0.1,0.5144,0.3642,3.926,206.3074,-0.1368,-0.274,113.2173,-1.1155,43.6875,32.891,89.9854,111.3619,101.4904,-8.3328,24.3238,-0.1675,-0.8815,-1.6772,95.212
2013-06-01,69.1412,0.05,1.6126,1.2379,0.4886,-2.0571,6.4742,-4.3547,0.8394,12710.4703,0.1,0.4227,0.2001,3.894,199.4949,-0.291,0.1058,109.4192,-3.052,42.7598,32.8427,91.2402,111.9095,100.8367,-8.1343,24.5536,-2.9425,-0.7532,-2.5066,91.6957
2013-07-01,68.284,0.05,1.6723,1.2381,0.5341,-1.8304,6.6657,-4.4277,0.9832,12907.1028,0.1,0.5258,0.1535,3.8617,191.4259,-0.0083,-0.0754,109.0833,-1.5586,42.1151,32.5974,91.2857,110.9498,100.9765,-4.147,24.3934,-2.9196,-1.123,-2.2257,93.9288
2013-08-01,67.5006,0.05,1.7097,1.3856,1.0546,-1.6898,6.6008,-3.9437,0.732,12660.2189,0.1,0.4787,0.1421,3.8546,194.4868,-0.0099,-0.0215,109.4355,-1.0831,41.8249,33.5528,91.7301,110.7889,101.2497,-7.3732,24.4467,-1.8006,-1.1926,-2.1055,94.5903
2013-09-01,66.693,0.05,1.7713,1.2894,1.6802,-1.1348,6.5095,-1.928,0.8135,12757.6762,0.1,0.4751,0.0202,3.6893,198.6725,-0.0127,0.2584,109.1639,-1.478,43.4838,34.4347,93.4595,112.2071,101.2244,-5.7312,24.6346,-1.9027,-0.8814,-1.9741,93.6976
2013-10-01,63.616,0.05,1.7002,1.2807,1.9629,-0.8617,6.3094,-1.164,0.9068,12841.3263,0.1,0.4882,0.0126,3.7808,200.626,0.1021,0.5173,106.2197,1.6006,44.5677,34.1829,92.3228,111.3886,100.6325,-9.1644,25.1906,-2.6656,-0.4295,-1.846,94.8859
2013-11-01,63.8791,0.4238,1.7664,1.4197,1.7436,-0.6765,6.024,-0.0621,0.7278,12900.4114,0.1,0.3805,-0.1796,3.8047,202.5042,0.0808,0.516,104.9445,-0.8476,43.6688,34.0868,93.2021,110.3079,100.0792,-7.8958,25.1935,-0.8368,-0.457,-1.9624,92.3227
2013-12-01,62.32,0.4251,1.7507,1.5667,2.5001,-0.1302,5.9137,0.2406,0.9777,13228.4306,0.1,0.3306,-0.325,3.84,199.08,0.1248,0.3784,104.418,-2.8989,45.1228,33.3968,93.2508,109.7425,99.8432,-4.845,25.1506,-0.6891,-0.3389,-1.9444,90.0041
2014-01-01,62.3244,0.824,2.008,1.0935,2.3256,0.5877,5.6046,0.9772,1.0865,13392.8625,0.1,0.379,-0.3723,3.6329,196.1606,0.0314,0.5327,106.6851,-1.7614,46.7392,34.9551,96.0767,108.0218,100.1639,-3.2569,24.9706,-1.9126,0.3594,-1.6081,90.2154
2014-02-01,64.4008,1.4886,2.4604,1.1601,2.5176,1.2076,5.2024,3.5609,1.0019,13773.6003,0.1,0.5336,-0.2915,3.5446,191.3995,0.2274,0.4243,108.9303,0.6572,46.713,35.5925,96.9832,111.1489,100.5421,1.8048,25.0248,-2.7454,0.7474,-1.1295,92.1221
2014-03-01,63.8063,1.9678,2.8294,1.173,2.9576,1.8576,4.7107,6.1176,0.8701,13931.646,0.1,0.6076,0.0319,3.4016,202.4182,0.5682,0.7303,111.6634,1.6022,46.9309,37.8954,100.1082,108.3052,100.6917,-0.6548,25.0533,-1.8984,1.1244,-0.8231,93.1807
2014-04-01,63.2012,2.7327,3.3354,1.2228,3.5312,2.5929,4.172,8.5643,1.1254,14295.1465,0.1,0.7121,0.0045,3.3018,206.6772,0.3135,0.7089,112.4301,1.8998,46.1588,39.4799,102.4159,107.3852,101.2265,5.5782,25.253,0.504,1.4034,-0.1745,95.7992
2014-05-01,65.1706,3.4831,3.766,1.6301,4.3711,2.9647,3.6697,10.5074,1.1575,14818.8642,0.1,0.6638,0.1294,3.1481,212.8224,0.368,0.3081,116.7178,4.7366,50.3704,39.779,105.6186,103.3193,101.9592,-2.4467,25.7274,1.2389,2.5228,0.3598,97.6379
2014-06-01,66.0169,3.902,4.0589,1.9469,5.1521,2.6523,3.2919,10.7175,1.2479,15441.0052,0.1,0.7228,0.1571,3.0422,214.4319,0.4851,0.9579,117.7687,5.8578,52.9229,42.0389,109.0473,101.9298,102.9885,4.3807,26.1862,-0.5299,3.7111,0.9691,100.3638
2014-07-01,67.4637,3.3231,3.8466,2.2281,5.4862,2.4379,2.9865,6.979,1.4388,15844.5176,0.1,0.785,0.4643,2.9218,221.9099,0.5678,0.6493,115.306,10.0199,53.782,43.417,113.7932,97.0905,102.728,3.9247,26.1329,0.8589,3.7194,1.0293,102.7674
2014-08-01,67.0116,3.3086,3.8812,2.8194,5.3557,1.8642,3.13,6.6151,1.478,16010.8576,0.1,0.8988,0.4768,2.8807,226.5063,0.7409,0.8199,115.5647,13.4282,56.4594,43.6915,115.399,98.8426,102.6899,7.8289,26.0854,2.0255,3.9241,1.5019,106.4348
2014-09-01,68.1321,2.9363,3.7666,2.8894,4.602,0.9576,3.3264,3.077,1.5664,16030.7863,0.1,0.9094,0.5473,3.0087,237.0963,0.7358,0.9674,115.5208,14.9535,54.0476,43.3212,113.7273,100.4534,102.6239,10.6321,26.0311,4.1988,3.2891,1.4114,106.7471
2014-10-01,67.1937,2.3243,3.5848,3.206,4.2155,0.2626,3.6921,2.5152,1.8784,15301.2877,0.1,0.8295,0.7352,3.1257,241.4947,0.9733,0.8876,114.0859,11.0646,51.9946,41.5597,109.1965,100.9664,102.3718,8.3394,25.778,6.984,2.664,0.9525,105.0235
2014-11-01,66.3008,2.2168,3.5144,3.468,3.7935,-0.2055,4.3263,0.5459,1.7392,14964.7517,0.1,0.7334,0.9203,3.415,235.4222,0.7418,0.3933,114.6029,11.0287,50.3653,40.0871,104.6433,99.7327,102.2466,2.4731,25.6978,5.6737,2.4851,0.5718,101.318
2014-12-01,67.2092,2.159,3.5225,3.4061,2.9114,-0.8573,4.754,-1.2448,1.6956,14249.9993,0.1,0.6317,1.0715,3.4881,226.296,0.4961,-0.0254,112.0774,6.7218,48.5686,39.1061,103.0853,103.5629,102.1771,3.4779,25.3389,3.4664,1.1698,-0.3401,96.8479
2015-01-01,66.4239,1.7587,3.2633,3.1359,2.5809,-1.5479,5.2997,-4.5727,1.4463,13972.1149,0.1,0.5962,1.0973,3.6804,211.8069,0.353,-0.076,110.3993,5.7006,45.9761,37.0594,98.3423,108.1365,101.5045,5.0433,24.8185,1.7194,0.0394,-0.8295,95.8993
2015-02-01,67.5735,1.7497,3.1654,2.9257,1.135,-2.1542,5.7397,-5.9227,0.9264,13486.0918,0.1,0.505,1.1842,3.6877,207.7831,0.2536,0.3618,111.0755,1.5374,45.4527,35.7792,95.9629,105.9396,100.8712,-1.3442,24.5948,-0.0951,-0.5006,-1.1768,93.1179
2015-03-01,71.1042,1.4516,2.8471,2.7452,0.4589,-2.2982,6.2273,-8.3839,0.5746,13035.3257,0.1,0.5367,1.2361,4.0328,196.0749,0.2625,0.1877,109.855,2.3371,40.1546,32.9333,87.6019,108.6312,100.9988,-0.2269,24.0241,0.8475,-2.3121,-1.5838,93.4945
2015-04-01,68.609,1.8519,3.1734,2.5883,0.0607,-2.1893,6.4791,-6.2239,0.5134,12451.882,0.1,0.3238,0.9462,4.1724,194.1607,-0.0232,-0.1617,111.3888,-3.0265,40.3443,31.6042,84.5597,108.9845,101.6158,-0.786,24.1902,-1.0232,-2.0581,-2.6083,89.4789
2015-05-01,67.5609,2.0086,3.1374,2.2889,0.5257,-1.9721,6.5857,-5.8412,0.7401,12268.2656,0.1,0.2304,0.7374,4.215,176.6515,0.0126,-0.2026,111.6347,-3.0816,40.8974,32.1399,86.9277,108.3251,101.0335,-3.0693,24.0375,-1.7822,-2.1102,-2.9536,89.571
2015-06-01,69.2181,2.092,3.0743,1.9778,-0.1096,-1.3905,6.4647,-6.6557,0.8279,11977.8669,0.1,0.1701,0.4643,4.2069,172.1315,-0.0727,0.0124,113.7692,-5.3725,42.8874,32.8183,89.8559,107.0676,101.0009,-7.1053,24.3053,-4.4775,-1.6873,-2.8866,87.3071
2015-07-01,69.023,2.2791,3.1667,1.6787,0.0765,-0.7953,6.3113,-2.4104,0.376,12423.1611,0.1,0.0807,0.3264,4.0492,173.172,0.0015,0.3154,112.6313,-4.7968,44.5728,33.7383,92.4694,107.7984,100.7867,-7.2108,24.4514,-3.6141,-1.3528,-2.546,87.0654
2015-08-01,70.7466,2.6088,3.2251,1.262,0.9748,0.2602,5.9638,2.3881,0.1165,12591.9632,0.1,0.1721,0.4283,4.0291,177.7199,-0.0877,0.1507,113.3257,-4.6066,42.8279,34.0617,93.5856,105.7371,100.7519,-5.1293,24.5494,-3.2002,-0.575,-1.9935,89.4546
2015-09-01,69.247,3.0678,3.4285,1.1739,1.3834,0.8564,5.4435,1.7002,0.7455,12747.1594,0.1,0.1611,0.1262,3.5829,184.3175,0.0017,0.0128,114.6883,-5.7354,48.6476,37.1849,99.7602,105.989,100.8814,-0.8305,25.0094,-0.7463,0.392,-1.3132,90.3757
2015-10-01,69.7456,3.5734,3.7169,1.3246,1.9508,1.1574,4.7769,4.2178,1.131,13645.7598,0.1,0.4168,0.1184,3.4942,182.7951,0.4057,0.2528,117.3815,2.8853,49.4258,37.6356,103.9713,104.1008,100.5032,0.0602,24.9831,-1.7671,0.8997,-0.2018,97.6562
2015-11-01,69.5305,3.4475,3.6756,0.9958,1.8181,1.205,4.5736,4.193,1.0997,14535.2055,0.1,0.5733,0.2025,3.3259,205.5659,0.4951,0.2041,115.4292,6.5841,52.5671,38.3486,106.3587,103.2167,100.1978,-2.5158,25.2807,-1.5309,1.3525,-0.0486,100.8566
2015-12-01,69.7452,3.0813,3.4018,1.4114,2.909,1.4324,4.3268,2.7776,1.2358,14489.2636,0.1,0.655,0.3766,3.2883,205.4467,0.5982,0.5114,116.0655,9.3162,52.2633,38.6127,108.5319,104.6644,99.7991,3.2415,25.5344,3.29,1.9288,0.4003,104.1202
2016-01-01,70.237,2.6986,3.165,1.8525,3.5606,1.4277,4.1691,3.8601,1.3881,14860.596,0.1,0.5992,0.4984,3.0246,216.0775,0.511,0.5107,115.8266,12.4209,53.3402,40.0202,111.7849,102.9119,100.2462,3.8534,25.655,4.6977,2.1536,0.6235,102.8053
2016-02-01,68.4557,2.307,3.0011,2.1182,4.2645,1.6337,3.9531,5.1637,1.757,14906.1852,-0.1,0.5997,0.2524,2.9355,215.3931,0.4472,0.878,118.0857,17.2808,54.4046,41.0392,113.3392,100.6929,101.407,6.1657,25.8278,6.3153,2.9338,1.064,105.6497
2016-03-01,66.9587,2.5435,3.3266,2.1099,3.9625,1.8912,3.7332,5.7139,1.5136,14722.4856,-0.1,0.7143,0.6612,2.86,228.2609,0.4753,0.997,119.9928,16.7744,53.8894,41.4221,114.0268,98.5571,101.9284,0.4307,25.5502,6.3619,2.2912,1.2229,105.4289
2016-04-01,69.0167,3.0191,3.7245,2.2784,3.5787,1.911,3.5406,5.8892,1.5289,14933.9663,-0.1,0.7405,0.8926,2.8083,229.7323,0.5738,0.7287,121.3533,18.0178,53.035,41.7273,114.0148,98.2785,102.0798,-1.0572,25.6002,5.4891,2.706,1.512,105.1653
2016-05-01,69.4626,2.6279,3.4925,2.5821,4.3265,1.202,3.4388,4.5734,1.5106,15147.5304,-0.1,0.7854,1.1585,2.6053,235.3458,0.5867,0.7834,117.2337,18.7643,55.3037,40.9105,116.561,95.3617,101.7183,4.6734,25.807,6.3437,3.0931,1.5584,105.8815
2016-06-01,69.6287,2.6338,3.6606,2.6989,3.6482,0.7828,3.5871,2.9917,1.5824,15163.1022,-0.1,0.8236,1.0274,2.6874,237.2735,0.8064,0.9018,117.4768,19.4557,55.2666,41.7792,114.7507,97.5889,101.6151,4.5302,25.9581,5.9393,2.9991,1.716,109.8773
2016-07-01,69.5717,2.6568,3.6344,3.018,3.0603,0.3617,3.9678,0.6814,1.7423,14937.5857,-0.1,0.8358,1.3684,3.1743,246.0886,0.7334,0.4858,115.4219,16.7061,51.1375,38.2453,105.2401,98.716,101.7262,-2.9419,25.4639,6.8752,1.759,1.2351,109.1316
2016-08-01,70.1031,2.5411,3.5346,3.1623,2.3677,0.2762,4.2933,-0.9169,1.5919,14626.5864,-0.1,0.5527,1.262,3.3238,240.7171,0.4102,-0.0156,111.8949,7.579,48.1537,37.4028,102.488,99.1671,101.6218,-0.0956,25.0155,6.8351,0.6312,-0.4155,102.2693
2016-09-01,68.4199,2.4052,3.3402,3.0987,2.0219,-0.2524,4.7102,-1.9405,1.1728,14193.9795,-0.1,0.4334,0.8875,3.4788,217.5432,0.1821,-0.0877,109.5077,3.8403,46.531,35.2654,100.2677,99.5823,101.6261,-1.9816,25.0817,4.5766,0.6663,-0.8315,98.1897
2016-10-01,67.03,2.1656,3.1215,2.9693,2.3281,-0.6159,4.8999,-2.7973,1.1959,13788.0822,-0.1,0.3942,0.8101,3.6539,204.1725,0.1435,-0.109,107.8692,1.2932,46.0662,33.8215,98.1421,101.0336,101.1855,0.5704,24.8249,1.9804,0.097,-1.0303,95.2883
2016-11-01,68.9514,2.3511,3.2736,2.7524,1.5778,-0.8708,5.1236,-3.7183,0.9169,13526.0488,-0.1,0.4235,0.9252,3.6086,198.8248,0.064,-0.0415,108.5985,2.7841,45.7372,33.779,97.7449,103.5036,100.8494,-0.4423,24.6916,1.5501,-0.44,-1.3806,93.1695
2016-12-01,69.1917,2.2876,3.1926,2.6769,1.1789,-1.5854,5.2343,-5.511,1.005,13309.8798,-0.1,0.4045,0.8275,3.5582,193.6186,0.0705,0.1595,111.8955,2.0364,48.1814,35.5235,100.6411,102.6143,101.5413,-1.2303,24.9818,1.6477,0.357,-1.5169,92.8474
2017-01-01,70.4547,2.2537,3.3166,2.4982,1.3517,-1.658,5.4066,-6.0886,0.9768,13132.84,-0.1,0.4448,0.6213,3.6627,196.6249,0.0212,0.2418,114.8701,1.9308,44.3044,34.8333,96.2259,103.295,102.1044,-4.9308,24.3588,-0.3217,-0.6637,-1.5186,96.137
2017-02-01,69.5552,2.5552,3.5475,2.3575,0.5779,-1.9194,5.6143,-6.6501,0.7202,12915.0791,-0.1,0.4284,0.6255,3.9068,199.6129,0.1063,0.2711,116.4786,1.4362,40.613,32.9741,91.7741,105.6893,102.2558,-0.706,24.1324,0.8118,-1.8169,-1.5277,94.2668
2017-03-01,71.6046,2.1953,3.2893,2.2181,0.2333,-2.0356,5.7731,-6.3326,0.8034,12627.3562,-0.1,0.3154,0.7487,3.8501,192.9647,-0.1467,-0.0707,115.9035,-2.6812,42.4682,33.6068,93.3757,107.1766,102.4759,-9.4415,24.478,1.8393,-0.4888,-2.3986,91.2936
2017-04-01,72.093,1.7525,2.9929,2.1522,0.3535,-2.2335,6.0802,-6.4856,0.6836,12381.373,-0.1,0.408,0.4892,3.8006,179.1405,-0.168,0.0953,113.4984,-2.6195,44.5946,34.4138,92.2313,104.4324,102.297,-7.8253,24.5242,-3.2662,-0.4279,-2.0881,93.6111
2017-05-01,72.7824,1.3019,2.7072,2.139,0.4279,-2.297,6.2209,-7.1197,0.7715,12191.7619,-0.1,0.4045,0.3005,3.9124,184.7182,0.0169,0.0664,111.1178,-1.579,43.2496,33.4963,89.6651,106.7,102.348,-9.1816,24.2229,-4.6777,-0.8971,-2.0764,93.2889
2017-06-01,73.5686,1.031,2.6371,1.8422,0.0398,-2.8111,6.2369,-8.0886,0.6956,12201.3609,-0.1,0.3389,0.139,3.6561,185.1503,-0.1521,0.4147,111.3579,-2.7579,43.7046,34.9782,93.566,106.9753,102.7431,-13.9984,24.3471,-2.1234,-0.1701,-2.1685,92.8943
2017-07-01,72.2756,0.7469,2.3871,1.8644,0.0324,-2.7636,6.2842,-7.972,0.8641,12278.2798,-0.1,0.5177,0.0819,3.7481,178.7127,-0.0492,0.7525,109.6263,-1.0713,44.1762,34.6231,93.8047,108.7581,102.2873,-8.2274,24.7147,-0.0458,-0.2493,-1.9416,96.9437
2017-08-01,69.4541,0.4913,2.2485,1.3763,-0.3515,-2.9433,6.6181,-7.9294,0.626,12135.2801,-0.1,0.3953,-0.0987,4.0774,189.0505,-0.0923,0.3861,111.0343,-3.8533,39.7049,32.7351,89.7039,109.1639,102.2976,-3.8226,24.2267,-1.5221,-1.7492,-2.0346,95.3114
2017-09-01,67.9147,0.05,1.8382,1.347,-0.4329,-2.9316,6.7678,-10.1221,0.6591,12000.0801,-0.1,0.3004,0.1066,4.1288,179.2367,-0.4566,0.1288,109.545,-8.2406,41.0997,30.8037,89.2468,109.7688,101.2709,-5.2456,24.0732,-1.5702,-2.5838,-2.9501,90.358
2017-10-01,70.3229,0.05,1.9496,1.3462,-0.7652,-2.8259,6.7531,-9.8885,0.5412,11997.5651,-0.1,0.2102,0.0123,4.0332,163.3222,-0.5268,0.0189,108.5928,-8.7092,42.7272,32.3316,88.412,110.6988,100.6907,-1.8562,24.3995,-3.3453,-1.3411,-3.0371,89.3133
2017-11-01,72.2636,0.05,1.929,1.3192,-0.7824,-2.1396,6.7836,-7.0375,0.5103,12033.4833,-0.1,0.2534,-0.1793,4.148,159.1249,-0.5665,0.0305,106.2255,-8.8976,42.4966,32.2038,85.7711,111.3033,100.211,-9.0572,24.3933,-6.7879,-1.3911,-2.6572,91.382
2017-12-01,71.6934,0.05,1.8803,0.8096,-0.442,-1.9862,6.7008,-4.7544,0.5328,11757.2208,-0.1,0.2235,-0.0546,3.9158,168.0583,-0.7613,-0.0142,106.1097,-9.8113,45.1484,34.1098,88.887,110.4777,100.1207,-8.1891,24.6583,-5.3532,-0.2596,-2.5903,90.9745
2018-01-01,71.2066,0.2186,1.7687,1.0042,-0.0695,-1.358,6.2747,-2.5388,0.6694,11885.3767,-0.1,0.3708,-0.0574,3.8584,164.857,-0.4433,0.1337,107.1175,-5.2092,45.4675,35.3068,91.3718,109.3786,99.9809,-6.9979,25.1463,-2.9657,0.907,-1.8529,94.3997
2018-02-01,72.7488,0.2035,1.892,1.1099,1.3253,-0.9433,5.9435,-1.7947,0.8168,12473.0218,-0.1,0.4259,-0.1569,3.6181,179.3867,-0.3447,0.1726,106.262,-6.5376,47.5676,36.2504,93.9393,106.7318,99.5567,-2.4483,25.2161,-3.2718,1.0212,-1.9147,94.4202
2018-03-01,72.4361,0.7296,2.193,1.1264,1.3236,-0.4617,5.5732,-1.3457,0.9817,12946.7715,-0.1,0.5163,-0.1405,3.3945,182.7767,0.056,0.2768,106.6715,-2.9566,48.091,37.5028,98.6999,106.6331,99.919,-3.6315,24.9681,-1.6803,1.2696,-1.012,97.2896
